114051,18032,107251,78038,129970,61742,11771,113933,48015,58061,134453
57440,125375,67760,55235,74393,48815,9560,70005,5169,131914,76659
88856,47916,63258,40985,36275,122803,98579,135368,113311,129922,142537
69221,55240,142537,107579,126720,127296,86082,145761,35007,129879,114044
127278,123937,48015,68587,7527,107050,142672,113699,122353,144466,97373
119569,116587,10375,66535,140925,76659,135092,69904,127273,147022,141300
110167,59443,109681,127542,126675,135363,65077,1924,18607,57440,96403
54466,123980,149488,75317,137212,135219,42915,54032,123969,128472,54463
139770,28260,71690,68844,139226,132041,89212,43962,143220,111994,22476
109904,17631,11765,55097,10577,93716,130692,29718,21231,22476,127542
540,127208,146969,86419,61742,83509,115125,139770,73370,147022,18877
81555,34003,135339,3532,54150,118222,98656,9477,27195,128494,81037
114044,122959,11771,121913,135363,119828,107390,87644,51784,113933,27195
129816,37325,76121,55186,39488,85966,142672,138416,109971,625,83509
148607,91089,24745,117887,1680,109684,138026,27195,76659,91623,44805
130927,63804,83509,130932,127331,75928,44354,127720,14576,56468,55235
115698,54150,25104,127331,1661,93956,127273,77523,72468,116488,37325
10535,126603,25603,138026,37325,135219,79616,92466,14585,18877,125815
48862,148,38450,7378,73776,118504,38785,111225,107579,20369,86082
81195,109684,37136,133445,107256,132455,147022,36275,133969,69207,22476
97373,38365,122959,707,122004,133567,4099,107251,93956,715,117885
14585,122803,76121,107183,118921,126320,100479,130944,55097,121930,90987
5169,67661,53154,114416,109904,109904,124392,48269,36275,149103,37325
93518,80516,138416,24745,114384,86721,71715,695,42463,126414,52860
129090,114006,5169,131166,22480,76130,82231,119830,24742,135219,67232
695,55285,127066,60472,132041,107579,11765,81037,27258,9560,3778
86082,75883,131914,118060,76130,126603,129968,124201,42915,93518,69746
86419,128828,122353,88860,139770,122686,53154,126720,135219,45125,79616
14735,125183,574,89178,54466,36143,73343,27258,119991,43962,103800
111994,27551,718,117667,54666,81485,113275,71690,93518,124477,7378
46928,15625,127066,129922,42915,107183,108017,67661,27551,133445,120305
136404,107390,52393,57665,110654,129816,116239,14809,9155,149185,718
135221,17631,71690,106567,113564,47916,138071,125815,114416,85966,1644
43962,14576,75317,70660,113274,110167,149185,40985,45149,73343,55240
127331,34003,69746,58061,42915,60472,87644,118276,109903,5169,127273
40985,112529,144475,83439,83960,127208,112133,135092,44805,125314,76130
75317,118504,44947,22295,118955,142670,26010,123980,110654,43586,47916
125815,14602,91623,15625,71372,1924,25104,116239,22480,97542,133969
107591,22476,141300,149101,84144,18044,98656,24963,128814,29718,43962
59443,110167,103800,97373,147024,114384,81037,148066,40986,147024,108495
88878,81555,625,64893,59702,71715,140266,126414,66782,55240,116525
55186,67553,27195,132788,7491,4098,62193,57626,27195,60864,64517
25104,122686,148075,54150,142666,118012,17609,140266,98297,129922,75317
113564,140794,61742,1661,112483,70301,17906,122085,113275,147022,71694
54032,113274,67232,14576,127720,44347,18877,58061,3778,126431,24420
147022,87644,68861,97542,141300,61670,123969,48862,102112,109684,10577
73343,114384,52393,90987,149103,4787,40986,114201,74706,73561,130692
113311,71715,135341,66643,129879,64517,127331,17500,76659,135219,127273
86576,35545,91623,107579,100479,98550,138022,107579,132041,91317,75317
27195,67763,695,7526,89178,13556,71303,40986,125827,91790,73819
10577,117667,44947,128494,14809,14809,47916,149101,121665,139520,110107
55235,70660,43863,38779,139770,81485,57665,140794,122803,127208,22476
43695,110167,14317,123937,13711,29718,114384,93716,142537,92548,126297
112483,112133,52128,133445,8372,4069,88876,14576,55285,74706,125827
138071,91623,59664,51784,62591,134453,138416,81037,17906,132045,7374
149488,63258,98550,4068,109971,9477,56804,40541,133781,67661,18877
122004,91092,139226,117667,54466,113699,18044,135220,7374,1924,51784
76121,44354,64517,109711,117885,100479,128880,142672,129879,67007,148607
128494,29718,135219,107579,147022,68861,22480,85427,118276,143220,114006
135092,68844,48815,118276,148066,91790,126398,125375,66643,67232,38785
51784,55235,116587,26298,29128,118955,18044,148124,115125,73561,54463
36143,132455,114051,12484,1680,81193,73193,129090,148607,25033,59451
19438,14588,19729,84144,108968,66782,7491,126297,81555,11771,27551
129806,135339,107426,143106,9477,194,85427,137212,113564,107579,4069
45149,51784,133452,59443,55097,118222,132788,40986,42019,127542,120305
125337,126415,67007,98579,99371,149075,92466,13591,64860,38365,51261
149953,54438,113311,135092,36143,76121,80696,129879,117887,132041,89178
59664,116587,98550,97846,113311,28260,73675,91089,54666,126016,131914
91623,121451,36143,124392,48269,194,88856,127212,148513,129090,48044
72468,86117,139226,121451,91790,113699,122803,83960,110654,7374,115125
54666,91317,82231,116488,92466,26605,54438,55186,38785,21565,55240
66535,71372,107913,54666,24745,78038,13591,21565,37136,110204,127212
131166,134453,133781,151404,112483,40986,74954,63804,135339,125190,11771
83960,107183,66782,66782,80516,121930,103800,114044,1924,129970,73561
143106,128828,56804,1661,76381,106567,119828,86117,90987,68844,625
27258,37325,43863,44805,93915,35007,113026,17606,70660,91623,44805
128814,35545,108319,25104,54463,145761,37325,62591,17500,22295,8372
124477,126431,85427,108501,48044,140925,71241,148075,67553,86419,73819
53154,11765,125337,68861,40985,88876,148513,148513,75317,121415,54666
13596,112133,135363,97846,126297,91092,125337,9560,148075,13556,116239
52393,124201,76381,11771,123937,71715,26008,11920,122085,13711,128880
13591,194,125827,73776,90987,117667,85427,21231,100550,139226,70301
71245,140925,574,85427,122803,67763,718,71303,108495,114372,120305
61742,84144,138071,69222,99371,98656,75221,10577,138061,110654,151404
138026,81555,91317,88876,36143,129806,138061,99371,27195,46928,75883
128880,18032,116488,93518,118222,147022,97373,15625,38785,29740,60472
149103,122080,718,125337,107579,107579,118921,109903,43843,24745,107251
83439,76381,85427,121451,26906,76121,43843,149185,127277,123937,59664
126398,108495,54032,113275,14576,4069,149101,108968,67007,112133,54466
145917,15625,132045,17906,4099,43595,63258,147022,123980,39488,107579
129968,73193,90987,140794,86117,119830,116587,129879,135092,118012,118504
85427,43595,132455,55235,25603,118060,86117,54463,127331,22295,130084
118955,144475,54666,148303,68844,7527,14317,10375,148,151404,715
124392,10,14588,2096,81193,139770,1644,93518,91317,117609,86576
42915,42463,93716,24420,54466,102112,129806,74393,108968,110167,108319
