3535,85967,137426,40654,86730,43866,126218,122504,130367,75440,132677
18043,130932,43796,120189,73770,144545,129918,84290,84154,116390,53863
106457,75763,90617,108531,127189,36616,19413,26643,105142,127910,22480
10375,135229,79986,121313,19673,1197,143318,127871,64796,85967,111747
138320,124391,65685,14320,115815,141167,6611,40244,52393,108531,111747
32525,134447,56796,43023,131410,92564,137426,65685,128448,22348,31889
114036,142516,106876,82628,64410,31889,42138,137426,51278,115766,11763
120194,143214,125813,97846,145552,110771,91329,33124,50447,62191,142081
40654,134447,67763,53301,67640,75440,107101,138020,135229,67470,98657
75434,148234,111386,120194,51006,44917,40161,110104,87121,98548,68600
58539,84290,70207,108456,7712,61670,21657,69824,53937,126550,96944
63257,108307,148516,85484,1259,98583,51991,64627,98657,153337,111391
111391,26658,120309,146689,26643,130758,19442,134929,41819,67763,53863
92564,145751,43696,72130,125312,108968,148234,85692,48293,56895,107574
118507,17496,27613,16340,92886,69211,79986,116466,124201,32336,111747
128992,119574,73099,98577,15542,142133,5940,133772,44917,14603,110776
85692,18043,47628,112484,91329,135229,148516,98838,147023,38887,73770
43023,119897,14603,68600,69822,121313,86040,98583,21058,58539,130683
115892,110648,124913,141591,56796,144549,131019,122504,148288,54436,114212
147024,69824,115892,93868,148187,94630,6611,29807,98613,139688,17496
111747,52141,133916,66539,54436,122803,14320,62748,132795,53863,82628
40509,61736,142418,97841,96944,114212,85834,52393,64625,40147,110771
139991,126185,112484,98701,45514,97407,45514,134794,21859,121867,130683
43696,57937,115766,131019,54153,133731,10375,148288,136324,53863,85967
98701,144940,133731,98339,49407,114384,133772,20424,114884,26643,85967
73770,105142,128448,52393,107809,133772,143308,115892,109957,21657,96945
73099,27613,51120,93985,11922,26014,121651,130932,110648,38884,66717
108418,11763,40985,1075,96945,91797,129922,114036,11794,68893,99442
142133,59581,1075,98613,116468,113031,130683,87641,144181,105714,25216
150265,107574,47628,82410,138207,91797,140576,67763,7383,133833,19418
137426,80293,122400,110776,66638,98339,142519,129439,17496,124201,108531
124391,86037,7872,59654,113697,54436,148288,27454,62748,134929,11922
47199,121320,11779,73766,85691,134929,122622,108499,20424,59581,21058
86788,105141,142098,116390,106457,135370,136467,15542,85484,49407,92564
35443,1075,25668,51118,82505,62748,131553,38822,128881,137175,145068
144549,45125,143318,128881,53937,125778,16821,124201,127910,35443,73819
31889,145552,87103,38778,94630,67470,106876,14740,150265,142133,74389
72215,99313,129922,5940,140926,21657,99442,5264,142947,24912,97406
111386,49066,62191,80753,118507,54062,148289,131446,54624,33124,108531
96738,114212,116517,122622,87160,97393,129918,43796,153337,73819,42138
67470,85834,120178,3264,125813,98613,114063,92508,52141,136324,75932
110776,147023,125375,114036,21859,145749,122398,116517,4835,113973,114063
