27612,120770,145020,125659,117172,75755,127296,133459,61589,72565,1644
108490,125159,40658,134610,38354,126105,15488,80694,29961,12521,63291
127181,111379,130964,20374,10192,97958,138355,125659,74421,80694,99274
104668,72476,49067,111398,6609,27975,54580,33216,12060,68410,40231
97958,126317,91869,73766,134930,52947,117967,72131,28266,117967,74388
129885,142563,84291,125288,4067,26034,54623,130368,52508,43534,115811
94628,132019,56010,109543,144215,53158,148231,126883,107186,46078,73087
134950,134930,91869,98671,122363,86678,121985,53299,72131,40231,44849
78845,117946,114408,10983,76131,32437,147261,76440,143309,23862,127186
62532,27975,63290,88856,131422,110108,108745,24746,131980,133455,122247
134938,66643,115289,114199,35008,24421,141901,111311,141300,52629,108842
130372,116882,75788,92554,138053,126187,114408,62586,63626,66649,122363
44952,111379,120298,125816,35182,104668,137212,61589,124517,24749,61013
147261,73584,110653,89447,68539,40123,68353,36099,72476,125191,55711
111398,74373,43019,131980,73587,11795,49072,108490,148613,134453,6609
43899,73565,44952,130347,73587,91621,43026,127496,127266,11298,114199
84291,126186,33216,34147,142087,120471,3534,52447,54580,127496,114408
142949,63291,44946,132424,44800,20374,13670,93704,94628,30316,88486
40660,12521,40232,142563,43858,130347,75755,131918,125817,26656,108812
116452,49845,108012,76440,67597,141180,125816,137212,38884,4068,40123
72565,52947,49072,29961,131789,121985,131979,72210,82464,105450,145551
132019,61589,108474,130368,14315,63291,136331,129885,80694,70423,11790
11790,213,114042,70300,141619,138211,82918,30316,80751,38522,3532
24421,141874,129885,120770,57435,94628,44800,125189,142671,111871,111149
79606,110108,72289,72565,60874,48489,38354,126187,125189,53592,68539
43599,113279,108079,110439,52629,75438,127296,98346,88874,6608,98622
18145,133972,74388,28375,132675,141874,108474,40242,17782,113276,80774
125817,43019,11790,148231,114884,14315,25104,83600,94628,67365,43858
93704,64618,66643,108290,46726,145762,6372,63470,54570,147126,44952
38354,22475,131979,35008,133455,4067,53299,108012,141619,3778,110108
3762,66649,6608,31392,82464,113344,84055,46078,115289,127186,54580
117472,12521,90591,147126,133943,62448,53300,3762,122363,54463,134930
122081,125191,43019,80766,40231,114408,67363,43534,72565,73565,6383
129876,73766,1277,136321,3778,129189,3534,141300,132774,73099,4068
88428,130372,85973,142433,67597,24747,54037,40231,135229,74421,98671
144945,86678,115176,53158,131979,1417,146020,40660,51999,76131,63470
72289,132424,131787,138317,11298,108812,138211,126180,127181,126180,52123
124517,6609,127870,133972,88856,87100,10192,54467,121315,42238,122363
30316,118061,114408,34510,12514,145551,118886,12060,125337,146020,87100
52945,52954,49067,118196,108812,141619,14315,130948,107186,35537,67363
116389,61589,25234,108012,114533,24749,131020,26034,42761,99093,108290
32437,80772,145551,137500,121866,114408,108812,26174,28070,118196,131792
74384,111379,43858,147126,122003,10682,28375,32437,134445,115269,40986
15488,121998,73372,145762,68539,27612,130948,54037,121866,1644,127496
121451,10805,24747,109900,142563,64796,91621,2097,114074,100835,110927
129189,111149,39875,118061,48046,98622,27975,79988,152262,54570,28266
135220,90591,13191,100835,88486,24747,35537,76131,4068,14739,34147
92554,36435,121998,110439,44849,44952,139769,108079,125815,64993,2097
52629,46078,82464,143309,35008,85973,82918,113276,106339,122630,122247
109543,129962,135229,72210,110653,125337,49845,127181,131446,14063,61013
126883,50449,97887,145074,52447,139992,95452,64865,110108,143309,14315
118972,129885,131789,113530,122809,3534,83600,6609,108474,122809,128470
79978,13556,44849,118886,85973,26657,114042,132424,131979,123972,127266
44849,130964,54463,122503,126105,85973,24421,135229,116448,141901,141180
60874,108474,148231,121315,14739,126104,64993,120471,69764,64865,42040
75746,122644,27454,114199,61589,42984,133545,46726,98671,145074,57435
125288,51999,124913,7487,143060,138053,126015,11774,124913,25104,26656
38884,118196,67597,80766,26174,122809,124913,27673,80766,104668,143309
70300,118886,128471,89447,73565,11306,55809,44946,125817,80774,121320
127496,65488,88874,126015,11868,111379,100835,84291,28375,83600,137500
131918,131980,126230,145762,27454,88856,72289,53299,54037,119938,7487
114074,126317,13747,74389,28070,24747,50323,54463,64860,1644,52447
43019,126233,111379,74384,40242,19758,108846,76440,141300,67365,4068
78848,11868,141292,114042,27975,140626,126105,97958,110166,3762,121315
125659,117172,121998,40242,27975,10682,145746,84055,108846,52037,141874
75438,139992,10682,26657,109543,30316,91958,26657,141619,126015,115892
125191,80035,91621,145551,144945,64865,131792,110108,86118,55786,108745
80772,132424,11793,69201,139638,46161,74384,111149,141619,111015,79978
51659,38354,125189,14063,48042,80772,40232,106502,79973,58541,40660
73766,131789,127186,51999,124913,5268,89456,43026,115176,121998,43899
108532,142671,60874,135227,70300,131980,126608,127360,143060,126187,53158
89447,141901,105917,54463,109543,52123,148234,4067,84291,12060,5268
82918,136331,4091,74373,128470,44952,106339,10805,35537,58541,40232
128471,113279,57078,145020,117946,91621,6383,99093,99093,125337,116389
114397,111015,144945,97958,115811,131789,148613,11793,127266,75788,11793
67365,108532,53587,73087,126608,28266,134610,25104,64796,11306,125816
148031,51659,79978,67363,57822,142671,114533,56010,95915,5,80694
99093,123972,126187,73372,53496,115766,143060,138318,88428,130368,121738
106522,3534,80035,116587,82918,4068,121985,148231,51999,75755,109900
87100,44849,213,125815,141901,31392,137212,141292,12514,11795,37727
73099,126608,132675,17782,118886,11795,139992,145746,12521,113530,139638
125159,95452,51999,132449,72210,10192,14063,114199,73099,10535,50323
66649,110653,126180,125815,11793,63470,12521,114884,28375,55786,135229
126317,114074,78845,80751,139769,125816,110452,141619,125189,142433,108490
5,11793,145003,117946,60146,145551,54037,14316,27454,54467,43863
22475,65488,48489,116389,111379,145074,17782,44800,108532,115289,54037
107659,27673,60857,134453,108530,152262,109900,122644,51659,91869,109900
95452,26656,35537,62532,100835,78845,76440,99368,125189,143309,5
122630,24421,111871,3534,131446,110439,148234,148586,38354,62586,42984
134453,48042,40123,38826,110546,80774,64860,130347,26174,108530,132449
108079,84291,144945,116448,147261,87967,40986,10535,70423,73099,12060
126180,122247,110166,44800,129876,32437,100835,128470,40986,70300,11774
52508,3778,27975,80751,147780,116882,78984,106339,86678,108079,141901
138355,68410,122247,125337,11868,17782,147126,6383,60857,147126,31392
54623,95915,47628,111311,74373,143309,114884,134445,147780,40658,98681
121866,69764,27612,131422,111015,129887,126317,99368,30090,52954,72565
98346,111398,35537,104668,108745,49072,130948,122809,142672,14316,40232
99368,27454,138355,54467,11793,113344,122644,69768,134938,132019,132675
84055,43026,13670,18145,111871,134610,75788,32437,54580,134445,48046
11868,124913,54570,111015,69764,141292,138211,73099,48046,113972,62586
