64862,111147,57371,47665,113274,113165,29721,132589,104010,126242,116528
108864,74445,13378,129880,56641,108155,99411,143306,88876,32695,38887
114069,118063,60736,41568,43863,13670,113165,13378,114402,71506,118734
127869,143303,72056,76071,115926,108313,95250,7483,14319,112065,4519
13591,68869,62655,68356,116388,89848,65756,123981,138025,56470,32695
110263,142535,108155,134793,82915,64334,57691,129875,53729,4519,129875
112065,113165,55786,36302,3264,116876,110262,29816,37423,92129,116876
61013,134793,115812,93986,95910,36302,86487,21401,52122,112975,131476
4799,85953,108884,125315,48464,14317,131985,145758,67707,95248,110263
65756,58221,81037,134956,87102,94037,123474,88864,114291,41568,145758
75929,145758,117886,129875,29738,120189,116833,7385,119571,21401,111150
113274,108079,16155,105919,72056,134052,116876,132589,107597,16095,60042
134793,126884,108842,59710,64862,86484,140625,13670,48466,134052,131980
5940,52122,124185,57272,87194,68869,75749,132436,25233,107429,459
75441,60537,65745,459,24720,11671,126283,97848,134793,120305,49062
62165,52122,42139,133432,38778,38352,55717,38905,95910,12067,89482
6459,60871,115761,130752,116388,26035,145708,114389,111150,54032,4780
142948,18159,113697,57178,71371,14741,60871,110263,81814,74376,114069
108497,75749,43585,152568,116883,95915,6332,60537,85839,108884,122353
31568,72056,117966,105685,62165,125680,13670,113946,48464,43589,96743
132436,91157,19439,148518,145754,136054,116488,139770,51784,82242,13378
25796,113946,38896,43766,55186,4682,6332,52629,35296,130752,108423
51157,126220,114387,57691,108019,21401,85838,59710,117472,120189,122204
12552,38904,48489,129875,88876,124915,98575,114296,98624,75929,114296
60042,68356,66646,30520,29721,13670,30521,6332,55113,86487,16095
36983,129970,108079,125315,117472,87966,70774,49441,81868,130711,58164
43863,60042,91899,12067,14319,38904,6381,84200,125680,136054,51784
122353,1703,98205,123645,78851,82915,142535,59446,55717,95309,78851
127212,126014,108155,71822,77564,61013,108079,87966,27609,144477,71303
107909,61820,38896,47665,76077,108497,107659,116454,59666,119571,71822
40656,82915,133457,89482,124185,55237,59710,82242,77564,58164,52122
85953,4799,6459,66717,32334,144487,118734,54568,143306,127910,134956
60775,99389,129880,119831,120189,58539,137152,4799,82242,116547,126283
126103,116068,138311,127869,123645,116833,114069,18145,85951,62165,132589
108842,4073,109468,106877,47195,36302,55113,45388,98583,108864,63747
111223,88864,118279,58543,59680,4519,144741,66717,40654,60871,126242
48463,127910,84485,93075,43863,74381,139491,97960,61668,68410,60775
138311,84152,11671,60871,11671,56802,4780,93075,64334,108313,24720
69207,65893,93075,108019,113946,48464,144810,13670,60871,52629,107659
95248,109468,37423,116833,117886,43589,114291,42851,24424,5940,142577
55113,142575,85951,127212,25233,132589,126884,127303,131940,75928,124892
104010,105919,38904,112485,124176,116706,118952,47665,76077,81037,131940
107435,122204,144810,117472,66717,116388,124892,71938,129970,133443,118734
114533,148303,119571,61161,118279,127806,110262,36380,114293,116068,145754
113165,30520,62655,123441,84057,115927,39317,107020,120189,116706,71216
116833,93986,108864,38905,107429,18037,71822,55183,71822,129875,131476
119938,61668,88864,37592,47659,43585,55183,22093,137417,3272,76071
88864,111223,59680,142531,91187,131476,75441,126103,16155,100972,88876
117472,69787,115470,59680,49441,137417,62165,85951,136054,68536,91157
65893,133015,118279,26035,120318,81868,29526,91187,93523,117966,126602
114388,55183,62165,89473,55233,51784,52122,51118,109468,65745,43863
108847,42139,37368,29721,126283,110262,52630,121594,115812,93986,98575
142577,144741,60042,29738,37592,60994,108313,6376,145754,104010,107025
115470,114402,146724,83715,55786,127209,4799,69203,108884,21401,4682
88870,48466,71506,119571,56641,55237,146989,114389,90589,109468,68410
115927,129880,85838,115812,108019,121594,43863,129186,82242,107047,17344
71938,45388,137152,108079,4799,61820,77564,128443,107805,72056,77564
99389,4519,11200,98556,61013,122353,100972,34167,111223,96743,105664
142575,55113,47659,98583,116528,104010,126014,111223,71506,145751,145708
90589,115927,116528,104010,71216,47195,115926,114387,66717,75380,57371
84154,122357,124185,52629,122353,71216,145751,56520,38905,113335,93523
145708,74954,144810,4073,78851,5940,33067,49849,48464,74376,29738
64537,61668,116876,94039,45523,89473,111150,129875,12552,111223,95910
68356,135044,126242,124183,96743,4519,16822,107659,120333,32334,116388
29721,55186,129969,120330,10375,127869,137417,114291,107659,120777,84155
93919,138025,145758,39317,68536,109538,87966,95910,113335,85838,48464
97959,129186,115761,32695,93986,92129,11200,64537,126242,207,133457
133434,43766,107020,88870,95309,37368,108847,12552,29526,27805,4073
109538,105664,137152,126219,91157,55233,134934,117666,55113,85839,89848
43585,14741,82915,38778,74376,127910,207,120189,126242,133015,98205
119895,126014,118063,93986,63747,85834,129880,140625,81868,85831,24720
107659,123641,99411,26035,136094,105685,116758,149143,118279,7709,59446
77564,108423,1703,76077,91899,68536,126605,108842,49849,60775,117472
4780,123641,88864,48466,57697,32695,43028,63291,59720,76077,99389
58221,88876,1703,108495,109468,134793,85953,134825,67707,127869,119893
14317,123461,130711,105664,62165,11918,152568,88876,148303,131980,115926
29526,55120,115761,14365,16155,42139,107597,112065,34167,74376,59710
38905,12552,148303,43766,29738,47195,105685,58543,49849,105664,105685
68536,48464,89473,24424,133446,56802,43766,16822,119893,7483,114387
85831,57691,95248,38778,123474,27609,139491,87102,43863,145754,74671
95915,114976,95309,142575,123981,128443,108495,78851,98575,70774,67707
148303,64862,11671,34167,47660,81868,85834,87639,90804,56470,114296
103800,107025,62337,54568,16095,122534,119571,120318,3921,6459,30520
127303,108842,129968,43585,42046,148303,118734,11774,108864,116883,126103
116488,3264,69207,109538,95910,13378,84155,75929,138025,108884,127806
117666,77564,27609,111147,43585,116454,73763,49849,87102,4073,24720
94039,94037,4519,136094,108497,53728,64862,74370,109538,74954,99411
117886,118279,108497,204,97848,39317,68356,58164,133432,144542,107805
124892,47665,126602,69207,94037,142531,126602,139536,120333,71216,88870
123641,127303,93919,74370,113697,14365,73763,123458,62165,142575,13591
137152,122204,51784,115761,144170,84817,13670,124915,148303,53729,6332
139536,108019,107429,56470,37423,61668,126220,78851,114388,12514,105919
87102,139491,116454,107659,55717,56520,105919,13710,29738,37368,88864
38352,14365,115470,47660,108847,59710,75749,17344,133446,123641,109468
108019,32332,99389,31568,131657,142577,129970,16095,126718,126718,39318
126602,148518,144741,42139,118279,126605,148303,93075,131940,126242,89473
111147,64862,115761,114293,84152,149143,145754,98205,89473,66646,61668
114045,36302,134934,39318,113274,59446,108019,139491,146724,26642,92129
27805,14741,117886,43863,76077,57178,93986,36302,143303,14590,75929
51784,75928,109903,59720,59666,114402,130752,120330,105685,133443,59688
