54155,149099,29746,134937,116466,122650,92950,149416,71243,142566,58221,120518,131439,72930,3573,41573,716,130986,128504,127914,57820,115816,57820,44823,81523,124409,26658,109957,36614,85291,37369,38878,112735
40250,7378,11777,91238,108023,59688,84605,43843,98346,89485,56801,111747,128472,126778,114045,67637,11782,59688,125286,139773,56929,6609,74960,51785,135373,123438,26658,98681,122457,90587,716,64630,129927
84291,93956,114242,103522,85425,120309,69833,80755,70207,38895,74362,100975,43533,122650,132568,131024,94634,107955,126410,97279,125286,82929,28477,71243,72131,11239,10521,5,91624,135089,122155,140933,91317
97690,123439,5940,144543,71243,72215,134796,89350,137152,135044,72215,72790,24746,110637,19441,12067,54234,28274,111222,122910,47707,91098,45517,58170,90587,98583,18876,60754,142132,122457,1930,12067,129392
48293,131439,94634,73768,150268,75782,72215,67637,124872,116466,36616,14572,115816,93712,44823,53937,74377,111222,108023,1930,108836,132568,111747,32334,26034,134796,100975,115816,81638,58164,10699,116177,62531
126317,97279,108878,56801,43533,124872,139776,114389,19187,143216,133574,43589,133022,113264,17906,90583,54155,63470,111934,94467,150062,113026,134937,24521,74377,54234,126720,63456,92536,103522,60777,63456,133022
125614,129184,13749,14737,126671,56639,133022,106566,24521,49073,84423,13749,126559,52642,89350,62446,37423,108306,135373,51785,120307,56929,130927,13537,92536,108318,125287,105673,127357,63457,43843,108425,124519
128504,68531,137152,20050,24746,14572,18876,26464,109189,13749,132781,129184,93956,72607,114291,56469,58170,126720,134938,124519,35543,109963,62188,105673,44795,7378,85425,130927,10521,144476,72288,108836,72607
111934,98548,75438,10521,23329,58170,110778,99261,115267,53937,10673,62750,136424,84405,120518,64630,1102,126671,110980,43886,130986,73776,67637,64409,110778,91238,25124,142132,5940,150268,129742,126221,44797
35543,129091,90591,140872,60777,55234,68353,57371,11784,63470,37423,115922,60756,74377,26322,40658,6609,82928,40654,126778,127542,6857,8261,14317,74389,51117,38859,108464,72930,56275,62337,98620,137425
12484,122625,126720,110778,35543,98620,62531,19759,98548,38907,56020,54234,52642,33459,136424,23329,26658,137720,62750,122082,40658,145457,11782,62337,127914,125186,13562,30043,85309,140925,142511,129742,123978
