113788,107533,50754,119580,128813,110637,6459,115470,6358,84152,105715,99707,38819,91170,12690,108847,120514,54149,141310,12351,3840,134077,68540,118223,107588,63043,51659,134943,84152,92535,149118,85839,80001
142085,85317,107533,91170,17500,109974,12482,110107,142089,63804,6370,69208,118223,40121,41192,49846,88892,107533,111390,144173,128711,108037,108493,115272,143095,32686,41192,38352,136320,114222,123762,54032,127190
69825,7528,106955,14541,120171,98770,80836,110264,138071,82242,125158,73779,134943,35608,84152,142129,96694,30522,137725,110264,44853,27855,127469,52945,3724,89816,117944,59719,105715,207,110107,52953,30522
110772,52522,87157,127798,24370,79575,131454,64625,66650,64625,14315,130711,61010,27798,133434,97570,62005,40240,98579,86487,73171,27195,114291,113788,63626,65745,4069,143095,81365,26026,6390,126187,97847
19418,105450,6358,123832,12351,138071,118988,142129,11765,123504,135091,40121,141182,85436,69563,116704,110637,122399,133274,62005,51158,134827,115811,149369,129695,40654,47663,64618,6370,144944,60537,143095,56275
132793,146148,32756,129695,127207,136094,4779,126559,140135,18876,4236,111396,75782,71304,134943,87158,127469,85482,127207,148218,89817,42119,128813,109974,126559,36388,38819,43599,71695,6370,40250,145756,69208
4684,79575,92953,47194,85832,71715,60864,105715,116877,129372,60864,148246,144944,127496,12351,132793,63804,110771,74942,105674,122399,66074,116877,64517,19418,10443,47663,51269,14541,19760,19418,60510,116704
75782,113063,148429,92124,75194,50754,69563,152253,129962,57819,10674,134943,127496,69825,38399,133434,49848,12351,49846,51158,134956,124702,142129,60864,145042,141295,122911,11951,51659,81365,79087,71248,69824
62528,57936,10810,48494,71133,6406,145002,24917,43691,124702,148076,122087,135341,71420,123969,122911,80836,87158,28484,48494,136322,78841,135341,31356,13362,42040,62193,117944,131924,63292,50754,111398,129962
121869,4684,133976,107908,144941,24216,127469,19418,85419,17132,44853,146148,72930,108885,49846,124702,134077,52945,62005,126187,114410,28484,13362,3840,24370,38352,106463,14541,147021,77564,145042,86487,52129
66689,148246,99373,11951,59451,91170,128668,56275,40654,24917,91625,126559,51273,107955,111390,80517,123504,42119,120109,97847,38352,32686,110107,14541,116756,59451,98770,27798,19418,52631,130371,129043,57936
6358,12060,146148,54666,93523,105450,85840,71694,42020,42020,5376,87121,3840,124483,107031,41192,142085,75782,92951,42966,29816,73171,18112,88892,152253,133434,88892,137462,79593,29816,134827,111390,79593
42911,118279,71173,133274,71694,133333,51273,148120,20432,79575,62528,123762,142129,127207,87158,57819,80836,136322,52631,109711,149369,59727,80836,52953,116704,146148,72046,118507,97570,150064,127496,59658,72287
4097,4102,52631,4069,134956,19760,116877,107953,121320,109711,52129,142129,63149,138062,127559,123762,4236,101873,14541,118223,52645,148120,126559,98579,133437,133333,821,107249,47665,145020,113017,68852,114291
57819,131624,44800,77564,52953,11788,87101,127469,137462,109711,124702,122087,137725,140790,19418,18877,128813,6443,149118,111398,142129,126295,51269,5376,121320,96694,114077,137462,59719,133434,56687,124483,43911
17132,14541,42040,124917,148289,51269,107908,69208,81436,86487,4097,51273,124702,108493,69825,72046,123832,57936,119580,89816,207,40141,86576,4102,142085,143095,147021,79593,71133,107953,60510,18112,28484
145020,71715,88892,85482,10485,136094,132793,85419,60544,4236,63804,113788,74391,80001,71304,73779,63874,69208,777,25606,125194,127469,116704,148120,11951,126559,38399,89817,108037,19674,20432,134823,38352
110927,11788,122399,69195,120171,134959,72928,124178,122911,44951,138071,6675,127203,43599,49846,127623,28484,73171,40654,48464,10443,97570,4097,38859,75375,129372,85482,4102,10673,145002,89816,46854,123504
24216,127866,128813,17132,128668,110927,4097,101873,154309,75440,148289,56467,40141,128711,52859,72287,128992,46844,42119,116344,93918,10674,73779,80836,38819,85840,79593,52129,122087,6406,75375,122630,107908
38859,10674,114291,7528,109972,71715,78841,18112,133976,777,59723,98770,71248,60544,69195,58117,54149,79593,99707,64604,147086,10387,138062,129098,98346,128711,50754,5376,18112,108847,79087,127623,127190
84152,80517,46854,47663,12986,64517,118988,17132,35544,6675,75194,56517,149369,120171,52129,129044,40250,111396,127203,117170,134959,110230,123834,68892,110230,138010,27798,48464,116242,88892,136466,73772,54032
99438,137725,114222,6459,107908,127866,79593,54666,122155,142089,35544,148218,107588,106463,79593,112488,142129,98579,51269,118223,4779,125194,71133,108037,38817,144941,136094,10675,71173,145756,42119,131924,52645
4236,85436,105450,60544,118279,122353,125337,6443,69203,74391,128711,140135,64604,132793,59727,32686,79593,96694,127207,107910,110637,97570,72928,129098,85832,71694,62005,40141,107125,145002,124917,137721,148429
69208,63874,62750,138062,122155,110648,107249,133437,4102,142129,51273,145042,146148,106502,150064,12060,10673,145042,59451,132791,120318,122633,42966,110230,133274,148028,107249,97570,132793,81436,77564,6406,89817
86576,118507,126295,133439,63043,137173,87157,131452,127496,92124,93523,120318,29465,126431,130371,136465,40121,92535,54666,72046,107955,114069,137725,3840,122155,57819,59451,46839,136094,108845,45518,80001,51785
29602,117944,43599,52645,85832,116756,97279,125194,110648,74942,113788,57936,134959,40121,125158,110448,152253,110637,71695,27798,70424,116261,10485,4684,108023,80834,128992,47663,128992,56467,62750,73344,38352
116756,121475,89816,112790,89817,127203,100802,48464,29465,24370,11765,135091,79087,72046,35608,107955,86576,59451,52645,118507,125158,64989,10485,71133,107533,4684,110772,107031,142088,85317,113788,32756,40141
128668,132793,123762,115272,60864,137173,79575,43911,40654,40121,138062,87121,128992,72046,92124,145756,59723,89817,79087,150064,10387,21058,117170,10485,49848,82242,79575,71420,108847,60864,107588,123834,3274
114410,115272,24901,32686,52945,132793,43911,135091,133442,80834,85482,149118,73171,79087,67010,58117,4779,126187,75194,70654,71304,124483,3274,145756,71133,98656,77564,114291,149118,148028,122911,108493,105718
128813,105890,65745,6358,43911,71304,73779,19418,50754,52859,48763,107953,62528,138010,128992,142085,71715,80834,121869,62528,110107,145002,84152,138010,2,108023,109711,52859,12690,148120,137721,108774,54149
11951,25603,92953,54624,131385,136094,24216,69825,148429,133274,152253,73171,124185,148218,135341,133439,56275,47663,86576,144473,4069,46854,69195,52522,109711,122504,29816,12482,113017,134956,133439,138071,143098
