123503,69554,25603,38965,65063,91315,3534,137898,56474,144471,118958,121449,75692,58333,75692,140261,18043,54064,112767,13539,60548,92535,114545,120770,8259,27667,120770,98656,108882,86416,146726,114201,60548
26906,129914,122624,113360,131901,129088,115721,51291,12489,74960,108882,131942,124178,128992,71513,111377,61493,145059,136324,56692,40842,129088,52041,11673,37368,142132,115735,45055,133943,113036,132790,149842,37725
127211,53578,32760,84152,3910,64856,98346,124178,126320,118327,42020,26906,11942,118886,27855,11942,67010,111819,51919,52447,145059,28692,116525,127909,67010,108882,51305,126887,43021,54064,120183,690,91958
129188,126233,127211,90652,108015,112767,48457,67637,138066,131953,64248,6459,21672,126233,21677,116525,138063,8259,147024,68592,140922,11774,65063,126588,134794,49473,72612,99369,124184,114223,127184,137567,126402
120326,35545,127184,121449,86416,79990,109687,74383,10673,119994,145041,139532,120305,123509,142360,126229,102112,49401,6370,114201,9557,145257,114545,11769,25033,32687,130944,12489,129622,48462,121665,84135,122683
145241,69746,127274,56690,141568,72927,126408,124477,91958,79575,42020,11673,138016,114545,107535,690,118502,139532,98346,113063,13539,44796,111230,120305,91958,73368,144492,126773,126402,86415,9559,3573,6394
114290,11818,108836,75428,62749,11793,138016,131767,76077,134952,137173,44805,137898,37725,50956,120183,114201,73772,120206,33069,145724,124702,113303,85788,145257,139532,91958,129040,107187,38776,122633,71173,21167
38776,55480,138016,123099,94414,11504,139491,113063,65683,121665,98346,13539,51305,6394,21677,121738,131942,58221,14581,89179,127274,90617,94099,108025,121451,63936,85592,3573,61493,73772,43021,25233,126403
32760,127339,129622,10673,137898,64859,127211,144470,133632,152253,122578,146149,84405,126408,64992,115815,52645,149951,11059,115761,90639,84135,110648,110085,134444,127274,80836,122624,110105,141568,68682,40845,56033
43021,56795,91958,81802,90617,89179,137935,58221,110982,8259,40845,138016,109687,99369,86416,74387,56273,73123,133943,120206,129622,132042,90526,145464,132436,113303,114545,67016,58221,56474,145477,122166,126402
115761,85788,28375,139681,86679,24701,63804,27164,71228,65683,11793,56465,18043,21677,132042,10697,140922,68592,138016,90617,85595,142132,138063,139532,14581,48462,122472,56273,132790,18043,117628,116176,67637
127909,128710,112767,24701,26655,64248,144471,73822,69209,43021,28375,26026,113036,135091,114400,124485,75430,45055,46079,85595,146149,138066,145724,73768,51305,76077,43024,60548,10389,56020,90652,26026,26655
73123,55100,68839,112490,126408,64992,49473,71173,69949,65063,118277,43021,39664,69746,137898,121738,56690,38323,144940,10673,134952,138066,131901,139491,136275,42310,56273,46079,14738,145464,64856,75692,32687
120305,98227,137567,21672,127263,86118,80836,38896,121738,63936,117288,92366,122683,113935,90616,68410,73123,122166,107535,68682,116549,21997,108025,11059,131767,11774,129399,80351,61493,105826,17491,12147,112490
1666,133632,85595,75314,12147,127349,129040,68841,134444,61493,133560,70813,145059,690,138063,11769,60548,68410,124485,68839,75692,90617,39605,112767,128448,74387,43030,73123,75314,40245,76077,126749,81555
71228,73768,48990,63804,3534,142092,11942,17491,43030,126402,71173,108836,14738,74383,11818,142535,108836,126773,46079,72612,120326,93920,131953,108836,115289,75428,70813,3910,111230,11793,108015,54158,90617
113360,122472,120305,127274,64859,116176,93920,56020,46079,21842,65076,79575,6394,7490,86679,111819,68682,4520,39605,135092,90639,73522,130944,38323,107187,46058,122651,93712,138066,98656,73368,91228,131901
