60048,126407,73584,138024,4233,105141,118279,109685,10443,4101,64627,101111,78841,11683,51260,30041,144943,75230,14063,141283,37727,139993,129922,133943,54150,133449,49408,3763,70423,125621,122624,131918,116099
44949,105145,43842,144740,57665,114073,14063,113165,133451,91349,213,2099,127484,75386,118084,95727,27551,57569,2099,97794,34511,48043,148430,60736,118279,111389,6389,38887,119828,104725,117161,148439,57626
47510,59451,143219,29480,84157,48466,95727,116099,54570,143215,125621,54376,3272,540,131925,54570,3921,10443,49842,61884,97406,53301,85419,47660,114295,115892,141569,114265,24741,42040,98236,142362,47074
42234,117472,4077,102195,141562,129919,56248,13708,89816,110111,111389,52380,60736,14063,91797,88848,45126,105916,64993,10376,47510,60757,66405,135338,108961,71244,64519,34510,127182,11683,101111,125159,125299
148609,142641,118957,13929,13191,114558,78841,33446,97393,36099,56031,93716,18144,2099,47660,140789,65780,54570,68861,123964,134455,48861,144943,37781,18144,87189,72135,58334,72135,11775,111147,110649,57691
109068,20372,33124,117253,64859,60037,118952,133943,146458,107047,72234,114222,49408,137715,126400,34510,108027,64408,129675,109903,111393,66405,60757,37416,130440,105827,123834,110649,42046,64841,60736,134797,19890
118087,129924,96694,40182,130136,118952,129189,110106,44795,74671,142568,55234,62448,60757,118569,64989,143215,72788,110681,127519,125621,28072,51263,11775,37113,100522,85952,85428,131918,58334,109068,129096,59451
127331,110923,92282,77517,134826,111147,70423,61884,127062,118670,73564,149842,137169,55290,133573,131897,48043,6389,129399,135989,59581,135338,114222,64860,133015,10374,143219,118952,85952,37727,4777,65040,89816
122399,106567,76130,125819,118952,132456,74370,4234,131919,37727,20372,134826,129399,44347,84156,45126,85839,110772,143219,78841,120179,126407,93920,126224,85839,21996,110923,129054,133943,118087,114398,77517,141562
54335,114295,47074,105827,129399,95727,49408,108421,97547,144546,42375,142132,120314,57626,118279,121288,116454,109685,24369,55831,144740,74387,14589,145067,118958,126014,95231,95727,131913,40908,99096,72135,133731
75398,144740,117472,56474,13670,64860,86623,122399,113574,35184,56497,24369,127182,90652,123938,540,113972,93941,64859,66538,42375,37538,75927,109357,99095,114073,71247,133451,116871,6394,109068,123834,109685
6394,143239,117161,65780,118279,11677,110923,61736,57691,122533,131925,58061,74370,30041,23016,59581,127288,71508,64993,133452,37416,34511,146478,81623,10672,113696,114976,85837,143215,65745,84157,120518,127331
65780,117612,59581,54150,96401,74954,145754,118087,72135,108970,123981,27975,88861,121473,120314,116241,54335,43842,3921,93941,86416,64408,4234,117472,64519,93941,62448,49849,92282,55714,137715,52118,33446
85419,142948,117668,43590,129919,113574,125159,10374,44795,129922,110105,127868,74370,75230,52118,115892,98770,73087,72788,85791,74954,63770,45126,60754,110104,97547,144740,149953,18350,148,43590,145754,99095
113165,58334,64627,114265,113696,129922,149953,34511,48443,140789,112527,97286,108314,133943,135340,114558,129189,132456,70772,142641,24963,75435,13670,113972,55831,10443,56248,148439,57691,87189,134797,709,140935
99096,21996,93710,44795,39278,86623,55234,121654,110923,146478,125621,69798,129054,129922,137593,70772,3763,14589,126400,107913,118957,119899,25670,39278,4684,123973,61884,42040,60548,118084,54570,60736,141562
24741,133573,130084,126667,108306,125621,35184,73584,111187,27975,48861,18034,54152,64993,86623,66405,106567,213,34167,142641,143239,74954,24963,66405,29480,110923,106570,149842,213,108027,109903,129919,96401
146478,105141,106570,129054,133573,57665,11683,127288,74382,98236,74370,142641,85791,72135,30041,148,141562,116454,38828,98236,144546,91349,126407,6442,114558,134797,106570,133943,131897,72234,109068,61736,16821
55290,118958,129096,144943,1276,137593,144546,111393,97547,4068,113263,108421,45519,36099,129919,122201,138024,16821,85788,39530,19413,54376,42046,118087,57440,107913,116099,122624,121654,113263,111187,95727,135338
111393,71255,141283,142641,49849,37416,4234,127331,111367,24217,56523,97794,98236,59581,40182,118952,85957,48861,897,104725,129397,111367,112527,122353,71508,148430,75927,86416,114976,57665,29042,99095,70423
54570,106570,89445,18144,93716,97286,134826,16821,47074,81660,99438,72234,97794,134939,33124,4684,66643,34510,122168,69763,56474,127183,74370,108050,24217,111393,27975,142080,116241,130440,149953,113273,71247
8357,65780,63457,129054,12065,119828,85957,37781,73584,59581,48466,56523,11683,10673,153452,114398,82780,137169,108961,31041,7379,142948,108961,24963,85791,60757,129054,114295,142568,34510,116241,137169,20372
48443,123973,65745,52118,135989,4233,105145,55234,135338,121867,97547,4101,118952,114398,30041,111147,85791,113019,60037,75746,137715,93941,118952,76131,66643,129189,110649,142132,91205,149842,148430,40182,113273
19890,111187,76131,85835,125616,123938,93716,125621,108027,73564,55714,127868,4684,40243,75435,100522,6389,127519,13191,122399,86416,148609,106570,134449,55436,142568,65780,112527,116241,14319,108961,27975,103808
129919,144943,74954,87965,54376,116454,140935,47193,88848,111367,48043,137715,105827,116099,118958,127288,4077,129439,7379,71244,120518,82892,119828,72135,75398,135340,89445,122533,137593,61736,120179,66538,113574
